ISIN;NAME;2000-01-31 00:00:00;2000-02-29 00:00:00;2000-03-31 00:00:00;2000-04-30 00:00:00;2000-05-31 00:00:00;2000-06-30 00:00:00;2000-07-31 00:00:00;2000-08-31 00:00:00;2000-09-30 00:00:00;2000-10-31 00:00:00;2000-11-30 00:00:00;2000-12-31 00:00:00;2001-01-31 00:00:00;2001-02-28 00:00:00;2001-03-31 00:00:00;2001-04-30 00:00:00;2001-05-31 00:00:00;2001-06-30 00:00:00;2001-07-31 00:00:00;2001-08-31 00:00:00;2001-09-30 00:00:00;2001-10-31 00:00:00;2001-11-30 00:00:00;2001-12-31 00:00:00;2002-01-31 00:00:00;2002-02-28 00:00:00;2002-03-31 00:00:00;2002-04-30 00:00:00;2002-05-31 00:00:00;2002-06-30 00:00:00;2002-07-31 00:00:00;2002-08-31 00:00:00;2002-09-30 00:00:00;2002-10-31 00:00:00;2002-11-30 00:00:00;2002-12-31 00:00:00;2003-01-31 00:00:00;2003-02-28 00:00:00;2003-03-31 00:00:00;2003-04-30 00:00:00;2003-05-31 00:00:00;2003-06-30 00:00:00;2003-07-31 00:00:00;2003-08-31 00:00:00;2003-09-30 00:00:00;2003-10-31 00:00:00;2003-11-30 00:00:00;2003-12-31 00:00:00;2004-01-31 00:00:00;2004-02-29 00:00:00;2004-03-31 00:00:00;2004-04-30 00:00:00;2004-05-31 00:00:00;2004-06-30 00:00:00;2004-07-31 00:00:00;2004-08-31 00:00:00;2004-09-30 00:00:00;2004-10-31 00:00:00;2004-11-30 00:00:00;2004-12-31 00:00:00;2005-01-31 00:00:00;2005-02-28 00:00:00;2005-03-31 00:00:00;2005-04-30 00:00:00;2005-05-31 00:00:00;2005-06-30 00:00:00;2005-07-31 00:00:00;2005-08-31 00:00:00;2005-09-30 00:00:00;2005-10-31 00:00:00;2005-11-30 00:00:00;2005-12-31 00:00:00;2006-01-31 00:00:00;2006-02-28 00:00:00;2006-03-31 00:00:00;2006-04-30 00:00:00;2006-05-31 00:00:00;2006-06-30 00:00:00;2006-07-31 00:00:00;2006-08-31 00:00:00;2006-09-30 00:00:00;2006-10-31 00:00:00;2006-11-30 00:00:00;2006-12-31 00:00:00;2007-01-31 00:00:00;2007-02-28 00:00:00;2007-03-31 00:00:00;2007-04-30 00:00:00;2007-05-31 00:00:00;2007-06-30 00:00:00;2007-07-31 00:00:00;2007-08-31 00:00:00;2007-09-30 00:00:00;2007-10-31 00:00:00;2007-11-30 00:00:00;2007-12-31 00:00:00;2008-01-31 00:00:00;2008-02-29 00:00:00;2008-03-31 00:00:00;2008-04-30 00:00:00;2008-05-31 00:00:00;2008-06-30 00:00:00;2008-07-31 00:00:00;2008-08-31 00:00:00;2008-09-30 00:00:00;2008-10-31 00:00:00;2008-11-30 00:00:00;2008-12-31 00:00:00;2009-01-31 00:00:00;2009-02-28 00:00:00;2009-03-31 00:00:00;2009-04-30 00:00:00;2009-05-31 00:00:00;2009-06-30 00:00:00;2009-07-31 00:00:00;2009-08-31 00:00:00;2009-09-30 00:00:00;2009-10-31 00:00:00;2009-11-30 00:00:00;2009-12-31 00:00:00;2010-01-31 00:00:00;2010-02-28 00:00:00;2010-03-31 00:00:00;2010-04-30 00:00:00;2010-05-31 00:00:00;2010-06-30 00:00:00;2010-07-31 00:00:00;2010-08-31 00:00:00;2010-09-30 00:00:00;2010-10-31 00:00:00;2010-11-30 00:00:00;2010-12-31 00:00:00;2011-01-31 00:00:00;2011-02-28 00:00:00;2011-03-31 00:00:00;2011-04-30 00:00:00;2011-05-31 00:00:00;2011-06-30 00:00:00;2011-07-31 00:00:00;2011-08-31 00:00:00;2011-09-30 00:00:00;2011-10-31 00:00:00;2011-11-30 00:00:00;2011-12-31 00:00:00;2012-01-31 00:00:00;2012-02-29 00:00:00;2012-03-31 00:00:00;2012-04-30 00:00:00;2012-05-31 00:00:00;2012-06-30 00:00:00;2012-07-31 00:00:00;2012-08-31 00:00:00;2012-09-30 00:00:00;2012-10-31 00:00:00;2012-11-30 00:00:00;2012-12-31 00:00:00;2013-01-31 00:00:00;2013-02-28 00:00:00;2013-03-31 00:00:00;2013-04-30 00:00:00;2013-05-31 00:00:00;2013-06-30 00:00:00;2013-07-31 00:00:00;2013-08-31 00:00:00;2013-09-30 00:00:00;2013-10-31 00:00:00;2013-11-30 00:00:00;2013-12-31 00:00:00;2014-01-31 00:00:00;2014-02-28 00:00:00;2014-03-31 00:00:00;2014-04-30 00:00:00;2014-05-31 00:00:00;2014-06-30 00:00:00;2014-07-31 00:00:00;2014-08-31 00:00:00;2014-09-30 00:00:00;2014-10-31 00:00:00;2014-11-30 00:00:00;2014-12-31 00:00:00;2015-01-31 00:00:00;2015-02-28 00:00:00;2015-03-31 00:00:00;2015-04-30 00:00:00;2015-05-31 00:00:00;2015-06-30 00:00:00;2015-07-31 00:00:00;2015-08-31 00:00:00;2015-09-30 00:00:00;2015-10-31 00:00:00;2015-11-30 00:00:00;2015-12-31 00:00:00;2016-01-31 00:00:00;2016-02-29 00:00:00;2016-03-31 00:00:00;2016-04-30 00:00:00;2016-05-31 00:00:00;2016-06-30 00:00:00;2016-07-31 00:00:00;2016-08-31 00:00:00;2016-09-30 00:00:00;2016-10-31 00:00:00;2016-11-30 00:00:00;2016-12-31 00:00:00;2017-01-31 00:00:00;2017-02-28 00:00:00;2017-03-31 00:00:00;2017-04-30 00:00:00;2017-05-31 00:00:00;2017-06-30 00:00:00;2017-07-31 00:00:00;2017-08-31 00:00:00;2017-09-30 00:00:00;2017-10-31 00:00:00;2017-11-30 00:00:00;2017-12-31 00:00:00;2018-01-31 00:00:00;2018-02-28 00:00:00;2018-03-31 00:00:00;2018-04-30 00:00:00;2018-05-31 00:00:00;2018-06-30 00:00:00;2018-07-31 00:00:00;2018-08-31 00:00:00;2018-09-30 00:00:00;2018-10-31 00:00:00;2018-11-30 00:00:00;2018-12-31 00:00:00;2019-01-31 00:00:00;2019-02-28 00:00:00;2019-03-31 00:00:00;2019-04-30 00:00:00;2019-05-31 00:00:00;2019-06-30 00:00:00;2019-07-31 00:00:00;2019-08-31 00:00:00;2019-09-30 00:00:00;2019-10-31 00:00:00;2019-11-30 00:00:00;2019-12-31 00:00:00;2020-01-31 00:00:00;2020-02-29 00:00:00;2020-03-31 00:00:00;2020-04-30 00:00:00;2020-05-31 00:00:00;2020-06-30 00:00:00;2020-07-31 00:00:00;2020-08-31 00:00:00;2020-09-30 00:00:00;2020-10-31 00:00:00;2020-11-30 00:00:00;2020-12-31 00:00:00;2021-01-31 00:00:00;2021-02-28 00:00:00;2021-03-31 00:00:00;2021-04-30 00:00:00;2021-05-31 00:00:00;2021-06-30 00:00:00;2021-07-31 00:00:00;2021-08-31 00:00:00;2021-09-30 00:00:00;2021-10-31 00:00:00;2021-11-30 00:00:00;2021-12-31 00:00:00;2022-01-31 00:00:00;2022-02-28 00:00:00;2022-03-31 00:00:00;2022-04-30 00:00:00;2022-05-31 00:00:00;2022-06-30 00:00:00;2022-07-31 00:00:00;2022-08-31 00:00:00;2022-09-30 00:00:00;2022-10-31 00:00:00;2022-11-30 00:00:00;2022-12-31 00:00:00
US0010551028;AFLAC;;-0,156657169;0,246153757;0,071330698;0,060735598;-0,111245444;0,1306123;0,041243069;0,186342693;0,140486838;-0,035642665;0,025754896;-0,182961131;0,021383313;-0,0844415;0,154683926;0,02144373;-0,028985698;-0,060654256;-0,067918784;-0,018894792;-0,094074408;0,122446557;-0,103649556;0,063517921;-0,014106256;0,147860196;0,013558961;0,077761724;-0,004974725;-0,018437861;-0,023534119;0,002613513;-0,008146028;0,015380927;-0,023662695;0,07536523;-0,033009646;0,025599693;0,020592902;0,008261328;-0,065633098;0,043251553;0,000311213;0,009059399;0,129411277;-0,011755144;0,005838634;0,01934719;0,103708827;-0,011572976;0,052068238;-0,036299732;0,005172521;-0,028669542;0,014107724;-0,022194819;-0,084926726;0,051187044;0,05901111;-0,008283144;-0,027128809;-0,027915923;0,090982481;0,024945056;0,041636987;0,042050844;-0,039263028;0,048126263;0,0547461;0,006858772;-0,032916133;0,011417375;-0,012242943;-0,024216608;0,053401625;-0,012867987;-0,009615752;-0,047680212;0,024133372;0,015309451;-0,018357;-0,013812839;0,042138215;0,034999924;-0,003939145;-0,003809996;0,090947641;0,033655454;-0,027619893;0,014008189;0,026884386;0,069968121;0,100630935;0,00126166;-0,000159471;-0,024588924;0,025551066;0,040697718;0,026481991;0,010481918;-0,064501415;-0,114491008;0,024061145;0,036154893;-0,24629783;0,05210612;-0,009934731;-0,493673827;-0,268039404;0,15513099;0,492252945;0,238484939;-0,12422504;0,217754294;0,08047144;0,052190905;-0,02924693;0,11627134;0,004779603;0,047134609;0,027097788;0,097877306;-0,061337959;-0,125395439;-0,036794205;0,152800416;-0,033783785;0,094390713;0,080835578;-0,073470173;0,095728012;0,020378875;0,027589011;-0,103295224;0,064606757;-0,144726102;-0,023226818;-0,013281278;-0,17461191;-0,0734359;0,290129103;-0,029418482;-0,004143895;0,114887525;-0,013710021;-0,026666411;-0,020656946;-0,103251604;0,062624439;0,027941298;0,06245911;0,036812824;0,039683298;0,071991164;0,002453976;-0,001129503;-0,051840407;0,041441454;0,046520256;0,029402945;0,04363486;0,061252263;-0,05755495;0,072676617;0,048233311;0,027040387;0,006478643;-0,060179584;0,026726023;-0,016229952;-0,005076057;-0,017944274;0,016658896;-0,040321923;0,031335066;-0,048824029;0,025407323;0,006595557;0,022768878;-0,065640867;0,097457277;0,028273224;-0,015154119;-0,006986544;-0,000321208;0,029742607;-0,079559903;-0,008020873;0,096679689;0,029963085;-0,081851611;-0,032387575;0,034488204;0,060819494;0,092334308;0,013087119;0,03887102;0,001662845;0,032079412;-0,031140334;-0,041741839;0,042611239;-0,024936944;0,005603794;0,039981401;0,0009671;0,033968823;0,01253472;0,030511978;0,026647706;0,04069418;-0,014052106;0,030715784;0,05028041;0,001597231;0,004784967;0,013602451;-0,015302006;0,041362388;-0,00555148;-0,045272637;0,081821816;-0,000939842;0,01794991;-0,084979944;0,068226328;-0,00393526;0,046970904;0,035866334;0,017501208;0,007599954;0,023553356;0,068421069;-0,039591394;-0,041769545;0,042646825;0,0160548;0,036753172;-0,035375841;-0,025141328;-0,164606215;-0,200933312;0,08761641;-0,012523299;-0,012064573;-0,012766895;0,028783208;0,000826146;-0,066025204;0,302387476;0,012292633;0,015965582;0,067529016;0,068699068;0,049824474;0,0611303;-0,053281411;0,024972115;0,036500182;-0,080275011;0,02954146;0,014570678;0,078500291;0,075869344;-0,021514062;0,054018695;-0,110420874;0,064826751;-0,08651159;0,03560477;0,043732991;-0,054190704;0,158541111;0,111038001;0,000139203
US0010841023;AGCO;;-0,052818569;0,034050179;0,043972432;0,053509382;-0,020008795;0,051043303;-0,18379763;0,130944597;-0,042089034;-0,14199493;0,243575314;-0,011124519;-0,015024978;-0,186457083;-0,093751487;-0,005723888;0,057779656;0,126772518;0,139672974;-0,229791205;0,27734868;0,2067739;0,131193712;-0,048811557;0,49633237;0,01602864;-0,004384384;-0,086706481;-0,060239107;-0,080500433;0,06634902;0,213399919;0,094836753;-0,049606101;-0,084519304;-0,190040104;-0,092749037;-0,008608321;0,131068925;-0,018138485;-0,044740271;0,122960466;0,15118024;-0,223732671;0,05019058;-0,044441624;0,170920874;0,000998095;-0,074895758;0,110452441;-0,070502074;-0,004675337;0,063163166;0,026980353;-0,044441047;0,131570527;-0,141477996;0,122047615;0,00459158;-0,062130857;-0,051626686;-0,062673049;-0,057526222;0,06743871;0,041380512;0,08212468;-0,007728317;-0,113489697;-0,121441839;0,0588;-0,021263965;0,086903777;0,085510629;0,060851074;0,141286869;0,033371292;0,076036608;-0,127649234;0,082316891;0,020112512;0,055237168;0,167472205;-0,009289194;0,09792688;0,06712303;0,019862125;0,128752024;0,03714611;0,002997836;-0,114713899;0,12412178;0,175232657;0,175497165;0,155159875;-0,01392957;-0,114146505;0,077047377;-0,076783287;0,004180972;0,004984121;-0,132716936;0,141964278;0,029739323;-0,308618913;-0,260260754;-0,218917587;-0,041825942;-0,097935549;-0,194551193;0,143534931;0,23980234;0,187648054;0,007281822;0,082208358;-0,006984984;-0,115558415;0,017361398;0,078272034;0,066968121;-0,044216534;0,108058175;0,04729955;-0,023689741;-0,178474985;-0,062565503;0,288850493;-0,049194333;0,180321524;0,088700988;0,062864396;0,122290144;0,000784568;0,08047686;0,003469355;0,047480532;-0,102637342;-0,044712644;-0,039299168;-0,096582753;-0,193042699;0,267860447;0,043798664;-0,060764322;0,18525134;0,013742375;-0,085610378;-0,013557583;-0,136566081;0,137283418;-0,041329497;-0,039922469;0,128058179;-0,041490262;0,014064006;0,064355505;0,078991425;-0,026876762;0,012436555;0,021680359;0,043536716;-0,095183778;0,120741883;0,007250775;0,068249926;-0,033761018;-7,78362E-06;0,015614054;-0,099003679;-0,013848012;0,051063536;0,009790405;-0,029305875;0,041886789;-0,133586191;0,004961974;-0,069198468;-0,025303152;-0,045511419;0,071351685;-0,041153532;0,150494351;-0,042220118;0,081232994;-0,011868584;0,118155061;-0,031177592;-0,106572846;-0,049149132;0,037747412;0,041384847;-0,096891669;0,074458169;0,017651034;0,004244246;0,075859111;-0,026393595;-0,092433677;0,021852736;0,010623718;0,016072956;0,035677177;0,09514543;0,036912434;0,0853783;-0,027815982;-0,012147765;0,063312412;0,002803623;0,052475777;0,070485442;-0,049222105;0,077722693;-0,070491171;0,034387193;0,009186092;0,016657287;-0,080892927;-0,026271514;-0,033461523;0,017042174;-0,045283871;0,03788237;-0,050891095;0,018937493;-0,078139163;0,067768134;-0,067194048;0,153225493;0,055109565;0,02915003;0,017684887;-0,057512489;0,165417621;-0,00735237;-0,100098459;0,095200204;0,013077905;0,020809171;-0,011262782;-0,092039014;-0,13637114;-0,218107549;0,11831014;0,048893243;0,004160459;0,183377917;0,085723751;0,044584044;0,037165587;0,203036126;0,1143707;0,075755142;0,169114719;0,109437126;0,015802681;-0,025734322;-0,05774405;0,013267697;0,043187293;-0,109648571;-0,002613671;-0,096783876;0,052720409;0,010169263;0,026847381;0,215298129;-0,127576301;0,045561855;-0,229690088;0,103545486;0,000199576;-0,115353778;0,291150453;0,070915836;0,044980944
US00130H1059;AES;;0,046018297;-0,06039973;0,14205841;-0,029879933;0,045847958;0,171227938;0,192985989;0,07450744;-0,175183923;-0,081853555;0,067469208;0,0407225;-0,063511372;-0,074301959;-0,045831923;-0,047620583;-0,051762555;-0,110340542;-0,13524883;-0,612917301;0,080321381;0,192789273;-0,010292585;-0,171245886;-0,619188091;0,744190204;-0,108913259;-0,183261128;-0,172510914;-0,621794872;0,473226339;-0,168906536;-0,294744579;0,197672399;0,424510515;0,149053146;-0,043239412;0,090294499;0,660239531;0,317814387;-0,198229676;-0,009442185;0,030209708;0,145053381;0,179264048;0,013704406;0,064267887;0,033906586;-0,07173235;-0,058508111;0,016437171;0,077274984;0,063139876;-0,028177736;0,045595029;-0,009903706;0,091071374;0,122933709;0,116835812;0,027800895;0,191465149;-0,021508339;-0,018320725;-0,074000421;0,100068144;-0,020141535;-0,019329502;0,043835831;-0,032862356;-0,007546586;0,003801985;0,076431513;0,015265523;-0,013880743;-0,005262778;0,084251341;0,002723839;0,076426964;0,069483365;-0,04001216;0,078458871;0,062753433;-0,056903402;-0,056723539;0,025497301;0,009388656;0,02183169;0,079126933;-0,077963642;-0,101911186;-0,078378294;0,106572268;0,068368725;0,020550896;-0,021051743;-0,107522245;-0,058160323;-0,0728504;0,041389996;0,122121856;-0,013858417;-0,159818813;-0,054522594;-0,233951239;-0,318209316;-0,035145249;0,071531387;-0,040038807;-0,203529503;-0,077794046;0,216871296;0,413020788;0,162137207;0,101644641;0,068803039;0,08412245;-0,118072989;-0,025265832;0,044745861;-0,051076511;-0,074445553;-0,05902312;0,049112509;-0,110066077;-0,100296398;0,115803135;-0,006769855;0,108395388;0,051985696;-0,094661757;0,126745741;0,018074874;-0,002430013;0,050930874;0,018472091;-0,021156034;-0,016986951;-0,033740406;-0,117793985;-0,101274066;0,149576285;0,076649037;-0,019878843;0,077700158;0,062700306;-0,03612163;-0,042086196;-0,034357425;0,061215666;-0,060009107;-0,055554139;-0,036875067;-0,043752452;0,021045227;0,002813263;0,016803595;0,071959459;0,081757538;0,105853505;-0,119761136;-0,017234499;0,040885212;0,021724289;0,045627013;0,063171828;0,03406676;-0,00413103;-0,027536323;-0,029152019;0,046145015;0,015448905;-0,024234111;0,102837182;-0,057304543;0,039009199;-0,065880543;-0,004200794;-0,01420304;-0,00722534;-0,105291659;0,061371229;-0,009260738;0,031126971;0,034161699;-0,025001619;-0,027082088;-0,0625;-0,184170915;0,128675158;-0,08769247;-0,042020692;0,004163147;0,031574836;0,204094708;-0,044890555;-0,006254906;0,125324907;-0,001539855;-0,022657171;0,064627666;-0,075395614;-0,02720479;0,014855204;-0,004942929;0,006983274;-0,029502884;0,022370101;0,032712862;-0,048794102;0,006283772;-0,001943824;-0,001801539;-0,024510999;-0,004700353;0,023637871;0,079411043;-0,059700814;0,046010638;0,087950443;0,041663126;0,051765282;-0,003723311;0,017148418;0,040110227;0,050724904;0,062406976;-0,066487564;0,142905065;0,051256701;0,049330649;-0,04555512;-0,077103661;0,060763116;0,009936752;-0,086962974;0,065891914;0,051800119;0,109095917;0,052352257;0,005080367;-0,157609837;-0,187083712;-0,015195813;-0,057359625;0,160134531;0,060946795;0,165466262;0,020287852;0,084651657;0,048201034;0,149706755;0,044234209;0,088973443;0,009409851;0,043273104;-0,086630744;0,025976439;-0,085138366;0,007176086;-0,043575254;0,100749068;-0,064120755;0,039348873;-0,080737414;-0,042833728;0,211962568;-0,200413967;0,079335959;-0,046726243;0,065107528;0,145363048;-0,111984864;0,164517595;0,105499098;-0,005529629
US00206R1023;AT&T;;-0,112247679;0,10673492;0,045641885;-0,002847892;-0,010017809;-0,010152089;-0,019093952;0,197604926;0,159217403;-0,047670974;-0,130829901;0,017691502;-0,013442496;-0,064363246;-0,070261275;0,043636098;-0,069455904;0,131267821;-0,091496839;0,151794878;-0,18659336;-0,01915808;0,047888759;-0,037747782;0,010418759;-0,010576338;-0,164273322;0,103992308;-0,110526107;-0,085369472;-0,105567495;-0,187554403;0,293449996;0,110684487;-0,048778404;-0,090023357;-0,148936934;-0,035580208;0,182528922;0,089905407;0,003529312;-0,07231625;-0,038530237;-0,009345617;0,096347041;-0,029182811;0,119844666;-0,010587914;-0,058430758;0,02207574;0,027323234;-0,048187234;0,023201076;0,058638152;0,017765609;0,006201708;-0,015389279;-0,003560123;0,02383744;-0,066171976;0,01261942;-0,015375174;0,018191488;-0,017646099;0,01582778;0,043537293;-0,015134889;-0,004568063;0,008754327;0,044445853;-0,016860924;0,073748476;0,063198603;-0,019937935;-0,018508554;-0,005721234;0,070223309;0,088218393;0,038014482;0,045937222;0,062910908;-0,009930309;0,054261383;0,063637875;-0,02205325;0,071464212;-0,009128436;0,067668075;0,00386772;-0,048145326;0,018131888;0,061198043;-0,00396988;-0,0856656;0,087673524;-0,06441246;-0,095089627;0,099627317;0,021125117;0,030741975;-0,155638107;-0,07438818;0,038297826;-0,127227145;-0,025677621;0,066862388;-0,002097177;-0,123122652;-0,034526592;0,060159914;0,032994612;-0,032397841;0,002019052;0,074347714;-0,006864961;0,036856123;-0,034728749;0,049470819;0,040465626;-0,081494528;-0,021689842;0,041518482;0,025027075;-0,067538076;-0,004526092;0,090858767;0,042016136;0,058083544;0,011837471;-0,025595682;0,057214792;-0,049489477;0,031250163;0,078574682;0,031009789;0,014137331;-0,004752971;-0,055621446;-0,026659981;0,001408022;0,04330807;-0,011260383;0,043479087;-0,013030457;0,040123955;0,020921819;0,068779232;0,038287602;0,043606722;0,076575783;-0,033755024;0,028932219;-0,071831218;-0,013297852;-0,01230648;0,045559472;0,032190789;0,021723137;0,033196813;-0,06593642;0,01171966;0,008925359;-0,040826805;-0,000293677;0,084919903;-0,027347726;-0,001420104;-0,039600676;-0,041718567;0,098342427;0,031240945;-0,006445498;-0,003100553;0,019525883;-0,017703713;0,008009747;0,001587866;0,015498557;-0,050592672;-0,006058481;0,049817984;-0,055266032;0,076221605;-0,00288832;0,028373613;-0,008746797;-0,044327976;-0,01867407;0,043137758;0,004775816;0,02197944;0,062717454;0,024680905;0,060082329;0,003375669;0,008500198;0,103705571;0,013008824;-0,055671616;-0,006605224;-0,082959754;0,050011379;0,100959666;0,003055056;-0,008777029;-0,005741927;-0,034698415;-0,027756379;-0,020762268;0,047281804;-0,0394874;0,045648019;-0,130013925;0,081127257;0,068721062;-0,023933983;-0,030708224;-0,017905275;-0,069710498;-0,011620683;-0,006498101;0,011125136;-0,000937046;0,051346829;-0,072724814;0,018251675;-0,086428445;0,07110472;0,035261981;0,007714178;0,003102057;-0,012274613;0,095816232;0,031565979;0,035534348;0,073170983;0,031178937;-0,028838146;0,045477083;-0,024457524;-0,063795808;-0,172344418;0,063468008;0,012799612;-0,020415859;-0,00427456;0,00777513;-0,043611317;-0,035036623;0,064028116;0,000346924;0,013318412;-0,025846697;0,085333774;0,055646984;-0,063036297;-0,022086548;-0,00737941;-0,022461469;-0,014952236;-0,046838084;-0,096198843;0,077526555;0,057089154;-0,07098051;-0,002530436;0,069805594;0,128843949;-0,015500449;-0,09205563;-0,06602699;-0,125428864;0,209924477;0,057597467;-0,045122916
US0028241000;ABBOTT LABORATORIES;;0,013435317;0,066287846;0,097600076;0,058537055;0,095237461;-0,061913224;0,051050716;0,087143038;0,11459551;0,042603473;-0,120317851;-0,069724126;0,092064766;-0,036742828;-0,012883103;0,120741539;-0,076567863;0,121131012;-0,072588115;0,043259359;0,025999652;0,038127214;0,013636504;0,038867237;-0,019931158;-0,069849371;0,030143787;-0,119555197;-0,20736826;0,108033487;-0,033325079;0,009242695;0,042428199;0,045617328;-0,086340539;-0,041320326;-0,065582856;0,055867829;0,087063323;0,096480797;-0,017732513;-0,098070578;0,026751884;0,055830857;0,007517521;0,037072187;0,054298229;-0,070438728;-0,006499461;-0,039719862;0,077964848;0,000971558;-0,010919574;-0,02836128;0,059466108;0,016071187;0,012732394;-0,015716598;0,111773486;-0,029594646;0,021545926;0,013698842;0,060518819;-0,018714068;0,015961898;-0,043070278;-0,032168431;-0,060491823;0,021962539;-0,124041938;0,045610825;0,101608706;0,023870424;-0,038705489;0,013519551;-0,000935862;0,021311677;0,10271646;0,019468342;-0,00287467;-0,015411592;-0,017891287;0,043935211;0,094442218;0,030565648;0,021604208;0,020480749;-0,004768808;-0,049689595;-0,047626152;0,024067815;0,032941738;0,024853966;0,052911292;-0,02364803;0,005908928;-0,046814025;0,029878834;-0,036995989;0,068245979;-0,059982146;0,070406368;0,019346865;0,002611944;-0,035229368;-0,050045285;0,018705909;0,046255717;-0,146103484;0,007604635;-0,114734359;0,076702969;0,04394115;-0,035290452;0,005334927;0,093742739;0,030471748;0,077516239;-0,00917618;-0,01235403;0,025311442;-0,029476689;-0,020680359;-0,070367072;-0,016400321;0,05885012;0,005297593;0,058775864;-0,00948286;-0,093725775;0,030100829;-0,048682305;0,065101678;0,019750377;0,071052858;0,004035538;0,007081073;-0,015833942;0,023187874;-0,026090146;0,063044869;0,012622867;0,030797586;-0,028650093;0,045428917;0,082671166;0,021219004;-0,004350409;0,043372551;0,036588351;-0,011612177;0,046078732;-0,037613739;-0,007633432;0,00769215;0,085581656;-0,002656478;0,04527955;0,049226905;-0,006771297;-0,048814177;0,054329089;-0,09009046;-0,00420018;0,10581825;0,044870026;0,003665953;-0,038188778;0,085106515;-0,031925575;0,011950583;0,032782579;0,022244407;0,035314884;0,002848699;-0,015387913;0,053639108;0,021105758;0,011458416;-0,000426604;0,05831096;-0,021954567;0,007110372;0,046962739;0,009876414;0,037789017;-0,10653007;-0,11194514;0,120406665;0,002678447;-0,000222303;-0,151763168;0,023513769;0,079762429;-0,064468039;0,018766486;-0,008075021;0,145439472;-0,06100553;0,00642532;-0,066233872;-0,029816499;0,008931054;0,094492148;0,079243546;-0,01486245;-0,011363161;0,046287767;0,064608003;0,017261788;0,035787183;0,047506776;0,021226894;0,03946156;0,012417352;0,094362721;-0,029440494;-0,006796298;-0,025254972;0,058489328;-0,008776596;0,079398726;0,019835089;0,09754585;-0,056455387;0,074122865;-0,023227694;0,01371591;0,063579128;0,029889616;-0,000671239;-0,043112089;0,104689022;0,039621003;-0,020435456;-0,019339709;0,003298873;0,022007154;0,016500329;0,007436301;-0,116020725;0,024406342;0,171738759;0,030730896;-0,036767613;0,104911852;0,087738992;-0,005846653;-0,030954636;0,029587551;0,011735437;0,133395136;-0,030827817;0,000501137;0,005713397;-0,028564099;-0,006172635;0,04756904;0,044552614;-0,065205031;0,095261847;-0,024207035;0,119027247;-0,091075229;-0,053663915;-0,018736683;-0,037289182;0,034890468;-0,075004787;0,006202494;-0,05687194;-0,057379866;0,02722003;0,087325797;0,020542462
